Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000375,06/09/2026 06:42,2026-06-09 06:49:57,IP Address,100,433,True,2026-06-09 06:50:29,social,EN,contact@urbandecoratedgoodsgro.example,Urban Decorated Goods Group #1406,South,2-5 employees,About $100k-$250k,about 11,two,Decorated apparel,Schools/teams,cost+margin,when costs change,Always,We review and adjust,I have a basic spreadsheet,Rough estimate,We review and adjust,Sometimes,Built into our quote process,Depends on the job,We use a calculator/spreadsheet,Sometimes,Pricing is the hardest part of the business.,clean
R_PD_000376,05/29/26 07:56 AM,05/29/26 08:06 AM,IP Address,100,605,Complete,05/29/2026 08:07,newsletter,EN,sales@northstarneedleworks14.example,North Star Needleworks #1407,Northeast,mid-size shop,$100k-$250k,22,3-head,Contract embroidery,Mixed,hybrid,when costs change,For larger jobs only,For larger jobs only,We review and adjust,We use a calculator/spreadsheet,"Yes, documented",For larger jobs only,Sometimes,For larger jobs only,"Yes, documented",Built into our quote process,,clean
R_PD_000377,"Mar 31, 2026 07:30 AM",03/31/26 07:38 AM,IP Address,100,502,TRUE,03/31/2026 07:39,social,en-US,sales@luckycreativegroup1408.example,Lucky Creative Group #1408,South,3 employees,Prefer not to say,20+,6 machines,Custom embroidery,Mixed,stitch rate,,Built into our quote process,Partially,I have a basic spreadsheet,Rough estimate,For larger jobs only,I have a basic spreadsheet,Partially,For larger jobs only,For larger jobs only,We use a calculator/spreadsheet,We are trying to stop undercharging.,clean
R_PD_000378,03/14/2026 23:39,"Mar 14, 2026 11:42 PM",IP Address,100,130,Y,2026-03-14 23:42:31,email,EN,owner3@redbarndesignsllc1409.example,Red Barn Designs LLC #1409,Midwest,Solo,$100k-$250k,since 2020,1 heads,Custom embroidery,Small business/local orgs,what competitors charge,when costs change,Partially,Partially,Depends on the job,For larger jobs only,Sometimes,Partially,I don't track this,Not yet,For larger jobs only,Rough estimate,Most customers compare us by stitch count.,clean
R_PD_000379,02/16/2026 15:57,2026-02-16T16:08:11Z,IP Address,100,648,Y,"Feb 16, 2026 04:09 PM",web,English,info@magnolialogoshopgroup1.example,Magnolia Logo Shop Group #1410,South,2-5,,about 13,2 heads,Team/school spiritwear,Contract/B2B,job costing,when costs change,Sometimes,Built into our quote process,I have a basic spreadsheet,We review and adjust,Depends on the job,Sometimes,Rough estimate,Sometimes,I have a basic spreadsheet,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000380,"May 23, 2026 01:13 AM",05/23/2026 01:23,IP Address,100,614,Y,2026-05-23 01:23:51,web,en-US,info5@blueridgecreativecompa.example,Blue Ridge Creative Company #1411,Northeast,me + 2,1M+,3,1-head,Decorated apparel,Small business/local orgs,stitch rate,annually,Built into our quote process,Depends on the job,Depends on the job,I have a basic spreadsheet,Not really,Partially,Partially,Rough estimate,Rough estimate,We review and adjust,,clean
R_PD_000381,2026-03-19 17:22:47,03/19/26 05:34 PM,IP Address,100,679,True,2026-03-19 17:34:30,anonymous,English,info@blueridgedecoratedgood.example,Blue Ridge Decorated Goods Collective #1412,Northeast,one-person shop,About $50k-$100k,about 4,3 heads,Contract embroidery,Schools/teams,custom quote,when costs change,Sometimes,No,Not yet,I usually guess,Not really,No consistent process,I usually guess,I don't track this,Sometimes,No consistent process,,clean
R_PD_000382,"Apr 13, 2026 11:39 AM",04/13/26 11:49 AM,IP Address,100,567,TRUE,04/13/2026 11:50,newsletter,EN,owner@mainstreetcustomscompa.example,MAIN STREET CUSTOMS COMPANY #1414,South,small team,100k-250k,5 yrs,2-head,Custom embroidery,Small business/local orgs,materials + markup,when I remember,Rough estimate,Depends on the job,Rough estimate,,Depends on the job,I have a basic spreadsheet,Not really,I have a basic spreadsheet,Rough estimate,For larger jobs only,Most customers compare us by stitch count.,clean
R_PD_000383,2026-04-21T02:14:28Z,2026-04-21T02:23:20Z,IP Address,100,532,Y,04/21/2026 02:24,anonymous,English,office@cedarcustomscollective.example,Cedar Customs Collective #1415,Midwest,11-25 employees,1M+,17 years,15 machines,Custom embroidery,Contract/B2B,costing worksheet,quarterly,Built into our quote process,Yes,Always,"Yes, documented",Built into our quote process,We review and adjust,We review and adjust,"Yes, documented",We review and adjust,We use a calculator/spreadsheet,We are trying to stop undercharging.,clean
R_PD_000384,2026-03-19T12:34:16Z,"Mar 19, 2026 12:39 PM",IP Address,100,304,True,2026-03-19 12:39:47,web,English,quotes@redbarnlogoshopcompany.example,RED BARN LOGO SHOP COMPANY #1416,South,Solo,n/a,13 years,2 machines,Mixed services,Small business/local orgs,cost plus,annually,"Yes, documented",Always,Depends on the job,I have a basic spreadsheet,Yes,Sometimes,We review and adjust,We review and adjust,"Yes, documented",Yes,,clean
R_PD_000385,02/17/2026 03:57,2026-02-17 04:11:44,IP Address,100,839,True,2026-02-17 04:11:52,web,EN,info@redbarnapparelstudio14.example,Red Barn Apparel Studio #1417,Midwest,2 to 5 employees,500k-1M,20+,three,Contract embroidery,Mostly consumers,hybrid,as needed,We use a calculator/spreadsheet,Always,Rough estimate,We review and adjust,Sometimes,Rough estimate,Partially,"Yes, documented",Rough estimate,We review and adjust,We are trying to stop undercharging.,clean
R_PD_000386,04/14/2026 05:52,04/14/26 06:03 AM,IP Address,100,641,Complete,04/14/26 06:04 AM,web,EN,SALES@WILLOWLOGOSHOPGROUP141.EXAMPLE,Willow Logo Shop Group #1418,Northeast,me + 2,About $500k-$1M,about 12,five,Decorated apparel,Small business/local orgs,mostly stitch count,quarterly,We review and adjust,Partially,For larger jobs only,Depends on the job,I have a basic spreadsheet,No consistent process,I have a basic spreadsheet,Sometimes,Rough estimate,Sometimes,Most customers compare us by stitch count.,clean
R_PD_000387,03/17/26 11:22 PM,2026-03-17T23:29:37Z,IP Address,100,451,Complete,03/17/2026 23:30,email,EN,office6+nnep@sunriseprintstitchcoll.example,Sunrise Print & Stitch Collective #1419,South,owner only,$100k-$250k,3 years,single head,Decorated apparel,Corporate/commercial,per 1000 stitches,never,Not yet,No,Not yet,Not really,Not yet,I usually guess,Not really,No consistent process,No consistent process,No consistent process,Pricing is the hardest part of the business.,clean
R_PD_000388,06/07/2026 07:45,06/07/2026 07:53,IP Address,100,455,Y,2026-06-07T07:53:51Z,social,en-US, quotes@prairiebrandingcollect.example ,Prairie Branding Collective #1420,Midwest,owner only,About $500k-$1M,10,1 heads,Mixed services,Mostly consumers,hybrid,rarely,Sometimes,I don't track this,Depends on the job,Partially,No,No consistent process,No consistent process,I have a basic spreadsheet,Not yet,Partially,Most customers compare us by stitch count.,clean
R_PD_000389,2026-04-06 07:11:26,04/06/26 07:24 AM,IP Address,100,754,Y,2026-04-06T07:25:07Z,social,EN,sales@bobbinneedleworks1421.example,Bobbin Needleworks #1421,West,6-10 employees,$500k-$1m,20,8 machines,Mixed services,Small business/local orgs,by stitch,4x a year,We review and adjust,We review and adjust,We use a calculator/spreadsheet,Always,Rough estimate,We review and adjust,Yes,Yes,Yes,Built into our quote process,Most customers compare us by stitch count.,clean
R_PD_000390,2026-05-29 06:34:26,05/29/26 06:38 AM,IP Address,100,239,TRUE,"May 29, 2026 06:39 AM",newsletter,English,sales@magnoliabrandingshop14.example,Magnolia Branding Shop #1422,South,larger shop,$250k-$500k,about 19,8 heads,Custom embroidery,Mostly consumers,hybrid,once a year,Partially,We use a calculator/spreadsheet,Built into our quote process,"Yes, documented",Yes,Always,We use a calculator/spreadsheet,Rough estimate,Built into our quote process,Yes,Most customers compare us by stitch count.,clean
R_PD_000391,2026-04-11T12:21:44Z,2026-04-11 12:25:33,IP Address,100,229,Y,04/11/2026 12:26,email,EN, hello4@blueridgeembroiderysho.example ,Blue Ridge Embroidery Shop #1424,Canada/Other,larger shop,$100k-$250k,1,4 machines,Mixed services,Contract/B2B,hourly rate,each estimate,Always,Built into our quote process,We use a calculator/spreadsheet,We use a calculator/spreadsheet,We review and adjust,Always,Sometimes,Depends on the job,Built into our quote process,For larger jobs only,Rush jobs are where we get into trouble.,clean
R_PD_000392,04/14/2026 12:27,04/14/26 12:36 PM,IP Address,100,538,TRUE,04/14/26 12:37 PM,email,English,office5@stitchcreativecompany1.example,Stitch Creative Company #1425,West,11-25,$500k-$1m,about 13,12-head,Custom embroidery,Mixed,value based,once a year,"Yes, documented",We review and adjust,Always,We use a calculator/spreadsheet,We review and adjust,Yes,I have a basic spreadsheet,Yes,Partially,Always,,clean
R_PD_000393,04/03/2026 21:50,"Apr 03, 2026 09:59 PM",IP Address,100,548,True,2026-04-03T22:00:02Z,newsletter,English,sales@crownteamwearcollectiv.example,Crown Teamwear Collective #1426 ,South,2 to 5 employees,250k-500k,13 years,three,Contract embroidery,Corporate/commercial,cost+margin,quarterly,"Yes, documented",Built into our quote process,Built into our quote process,Rough estimate,Yes,Sometimes,Partially,For larger jobs only,Partially,Partially,Most customers compare us by stitch count.,clean
R_PD_000394,2026-02-17 08:02:44,"Feb 17, 2026 08:12 AM",IP Address,100,589,Complete,2026-02-17T08:13:17Z,email,en-US,sales@redbarndesignscompany1.example,Red Barn Designs Company #1427,Northeast,owner only,under $50k,less than 1,one,,Corporate/commercial,stitch rate,as needed,Depends on the job,Sometimes,I don't track this,I usually guess,I don't track this,Not yet,No,Not yet,For larger jobs only,No,Rush jobs are where we get into trouble.,clean
R_PD_000395,03/05/26 10:07 PM,03/05/2026 22:16,IP Address,100,559,TRUE,03/05/2026 22:18,social,EN,hello@prairiethreadscompany1.example,PRAIRIE THREADS COMPANY #1428,South,just me,$100k-$250k,about 10,single head,Promotional products,Mostly consumers,cost plus,as needed,Sometimes,For larger jobs only,I have a basic spreadsheet,Sometimes,I have a basic spreadsheet,I have a basic spreadsheet,Depends on the job,Sometimes,Partially,Depends on the job,Rush jobs are where we get into trouble.,clean
R_PD_000396,04/25/26 02:54 PM,04/25/26 03:04 PM,IP Address,100,636,True,04/25/2026 15:06,newsletter,en-US,sales@needledigitizingcollec.example,Needle Digitizing Collective #1429,Northeast,one-person shop,1M+,22 yrs,2-head,Mixed services,Small business/local orgs,by stitch,every job,For larger jobs only,Built into our quote process,Rough estimate,Rough estimate,"Yes, documented",Sometimes,Sometimes,For larger jobs only,Depends on the job,Depends on the job,I need a better way to account for setup time.,clean
R_PD_000397,02/24/26 05:58 AM,2026-02-24 06:06:56,IP Address,100,509,Y,2026-02-24T06:08:05Z,anonymous,EN,sales@magnoliacustomsshop143.example,Magnolia Customs Shop #1430,South,Solo,Under $50k,8 years,single head,Mixed services,Mixed,custom quote,when costs change,Partially,Partially,Sometimes,For larger jobs only,For larger jobs only,I don't track this,I usually guess,I don't track this,For larger jobs only,I usually guess,I need a better way to account for setup time.,clean
R_PD_000398,2026-04-15T20:17:05Z,2026-04-15T20:22:00Z,IP Address,100,295,Complete,04/15/26 08:22 PM,web,en-US,contact@heritagecustomscollect.example,Heritage Customs Collective #1431,South,3 employees,$100k-$250k,0 years,4-head,Custom embroidery,Mostly consumers,spreadsheet + stitch count,if supplies go up,We review and adjust,Built into our quote process,Partially,I have a basic spreadsheet,Depends on the job,Sometimes,Sometimes,I have a basic spreadsheet,Rough estimate,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000399,2026-03-03 23:57:55,2026-03-04 00:08:00,IP Address,100,605,TRUE,03/04/2026 00:08,social,en-US,INFO5@MAINSTREETSTITCHCOGROU.EXAMPLE,Main Street Stitch Co. Group #1432,Midwest,solo,$50k-$100k,about 9,3-head,Custom embroidery,Contract/B2B,stitch rate,annually,"Yes, documented",Rough estimate,Depends on the job,Depends on the job,For larger jobs only,We use a calculator/spreadsheet,Depends on the job,For larger jobs only,I have a basic spreadsheet,Partially,,clean
R_PD_000400,2026-03-30 15:20:51,2026-03-30T15:26:39Z,IP Address,100,348,TRUE,2026-03-30T15:26:53Z,social,en-US,quotes@bobbincreativestudio14.example,Bobbin Creative Studio #1433,Midwest,Solo,$50k-$100k,about 0,one,Team/school spiritwear,Mostly consumers,case by case,not often,Not yet,No consistent process,I usually guess,I usually guess,Not yet,Not really,No,Not yet,No consistent process,Not yet,Rush jobs are where we get into trouble.,clean
R_PD_000401,"Jun 01, 2026 06:57 PM",2026-06-01 19:03:06,IP Address,100,339,Complete,2026-06-01 19:04:29,anonymous,EN,owner@summitlogoshopstudio14.example,Summit Logo Shop Studio #1434,Midwest,2 to 5 employees,$500k-$1m,since 2002,3 heads,Decorated apparel,Small business/local orgs,spreadsheet + stitch count,as needed,Always,Built into our quote process,Depends on the job,Always,We review and adjust,"Yes, documented",I have a basic spreadsheet,Always,We use a calculator/spreadsheet,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000402,06/03/2026 09:47,"Jun 03, 2026 09:57 AM",IP Address,100,585,TRUE,2026-06-03T09:57:52Z,social,en-US,sales@redbarnlogoshopcompany.example,Red Barn Logo Shop Company #1435,Northeast,2 to 5 employees,About $50k-$100k,13,2 heads,Custom embroidery,Mixed,mostly stitch count,4x a year,We use a calculator/spreadsheet,We review and adjust,Not really,Rough estimate,We review and adjust,For larger jobs only,Rough estimate,Partially,Sometimes,We use a calculator/spreadsheet,We are trying to stop undercharging.,clean
R_PD_000403,2026-05-14 04:26:15,2026-05-14 04:32:11,IP Address,100,356,Y,"May 14, 2026 04:33 AM",email,en-US,contact2@oakbrandingshop1436.example,Oak Branding Shop #1436,Midwest,solo,About $100k-$250k,12,2-head,Mixed services,Schools/teams,calculator,only when vendors raise prices,Yes,"Yes, documented",Rough estimate,Rough estimate,We use a calculator/spreadsheet,"Yes, documented",Depends on the job,Rough estimate,I have a basic spreadsheet,Yes,I need a better way to account for setup time.,clean
R_PD_000404,2026-03-27 14:01:30,03/27/26 02:07 PM,IP Address,100,380,True,2026-03-27T14:09:19Z,social,en-US, owner@stitchstudiostudio1437.example ,Stitch Studio Studio #1437,Midwest,11-25 employees,$250k-$500k,16,8,,Small business/local orgs,by stitch,4x a year,Yes,Yes,We review and adjust,We use a calculator/spreadsheet,Rough estimate,Always,We use a calculator/spreadsheet,We use a calculator/spreadsheet,"Yes, documented",I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000405,2026-04-20 00:04:47,2026-04-20T00:11:58Z,IP Address,100,431,Y,2026-04-20 00:12:52,social,English,hello+nnep@mainstreetprintstitchs.example,Main Street Print & Stitch Studio #1438,Midwest,Solo,50k-100k,13 years,1 machines,Promotional products,Corporate/commercial,costing worksheet,when I remember,Yes,We review and adjust,"Yes, documented",Always,Rough estimate,Rough estimate,Rough estimate,I have a basic spreadsheet,Rough estimate,Built into our quote process,Most customers compare us by stitch count.,clean
R_PD_000406,2026-05-18 17:28:45,05/18/26 05:35 PM,IP Address,100,413,Y,2026-05-18 17:35:41,anonymous,English,office@needlewearablesshop143.example,Needle Wearables Shop #1439,West,one-person shop,500k-1M,8 years,3,,,per 1000 stitches,every year,For larger jobs only,Rough estimate,Depends on the job,I have a basic spreadsheet,No consistent process,Sometimes,Depends on the job,Not yet,I have a basic spreadsheet,For larger jobs only,Pricing is the hardest part of the business.,clean
R_PD_000407,03/09/2026 13:37,03/09/26 01:49 PM,IP Address,100,728,TRUE,03/09/26 01:50 PM,web,English,OWNER6@SUNRISEDESIGNS1440.EXAMPLE,Sunrise Designs #1440,Northeast,2 to 5 employees,250k-500k,16 years,5-head,,Corporate/commercial,custom quote,only when vendors raise prices,Yes,We review and adjust,Yes,"Yes, documented",Sometimes,"Yes, documented",We use a calculator/spreadsheet,Built into our quote process,"Yes, documented",We review and adjust,Most customers compare us by stitch count.,clean
R_PD_000408,05/24/2026 14:23,2026-05-24 14:31:21,IP Address,100,442,TRUE,2026-05-24T14:32:11Z,web,en-US,owner@crownworks1441.example,CROWN WORKS #1441,West,6 to 10,$100k-$250k,about 7,10,Mixed services,Schools/teams,what the job is worth,when costs change,Always,"Yes, documented",We review and adjust,"Yes, documented",Always,Depends on the job,Partially,Always,For larger jobs only,We use a calculator/spreadsheet,We are trying to stop undercharging.,clean
R_PD_000409,2026-04-08 03:48:24,04/08/26 03:52 AM,IP Address,100,261,Complete,2026-04-08 03:53:52,web,English,office@sunrisecreativestudio1.example,Sunrise Creative Studio #1442,South,6 to 10,$1m+,about 10,2-head,Custom embroidery,Small business/local orgs,stitch count,every job,Depends on the job,For larger jobs only,I have a basic spreadsheet,Depends on the job,Rough estimate,No,Partially,Not really,For larger jobs only,Partially,Most customers compare us by stitch count.,clean
