canonical_email,business_name_clean,region,business_size,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag,Open Comment,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,business_size_segment,revenue_segment,experience_segment,pricing_method_segment,customer_focus_segment,weakest_driver_segment,region_segment
info@ironprintstitchshop172.example,Iron Print & Stitch Shop #1722,West,Unknown,$500k-$1M,8,6-10,1,Mixed services,Small business/local orgs,Unknown,Annually,3,3,2,2,2,12,Partial Pricing System,False,False,False,False,I need a better way to account for setup time.,1,2,2,1,1,1,1,1,1,1,Unknown,$500k+,Established (4-10),Unknown,Mixed,Intended Profit,West
quotes5@riverneedleworkscompan.example,River Needleworks Company,Northeast,2-5 employees,$100k-$250k,4,2-5,4,Custom embroidery,Mixed,Value-based,Rarely/never,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,,1,1,1,1,0,1,0,1,1,1,2-5 employees,$100k-$500k,Established (4-10),Value-based,Mixed,Intended Profit,Northeast
owner@brightdecoratedgoodssh.example,Bright Decorated Goods Shop,South,2-5 employees,$250k-$500k,6,6-10,2,Decorated apparel,Schools/teams,Cost-plus,Annually,4,3,3,2,3,15,Strong Pricing System,True,False,False,False,,2,2,1,2,1,2,1,1,1,2,2-5 employees,$100k-$500k,Established (4-10),Cost-plus,Mixed,Capacity Pressure,South
sales@magnoliaworkscollectiv.example,Magnolia Works Collective #1479,West,Solo owner/operator,$250k-$500k,21,21+,2,Mixed services,Mixed,Unknown,When costs change,3,2,2,2,2,11,Partial Pricing System,False,False,False,False,,1,2,1,1,1,1,1,1,1,1,Solo owner/operator,$100k-$500k,Legacy (21+),Unknown,Mixed,Real Labor,West
info@crowndesignscollective.example,Crown Designs Collective #1584,South,Solo owner/operator,Under $50k,0,<2,1,Mixed services,Small business/local orgs,Competitor-based,Annually,2,0,2,0,1,5,Pricing Blind Spots,False,True,False,True,We are trying to stop undercharging.,1,1,0,0,1,1,0,0,1,0,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Competitor-based,Mixed,Real Labor,South
owner@needlecreativecollecti.example,Needle Creative Collective #1628,West,Solo owner/operator,$100k-$250k,8,6-10,2,Promotional products,Mostly consumers,Cost-plus,Annually,3,2,2,2,2,11,Partial Pricing System,False,False,False,False,Rush jobs are where we get into trouble.,1,2,1,1,1,1,1,1,1,1,Solo owner/operator,$100k-$500k,Established (4-10),Cost-plus,Consumer,Real Labor,West
info@hoopdigitizingcollecti.example,Hoop Digitizing Collective,Northeast,Unknown,$100k-$250k,7,6-10,3,Mixed services,Contract/B2B,Informal/custom quote,Unknown,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True,,1,0,0,0,0,0,0,0,1,0,Unknown,$100k-$500k,Established (4-10),Informal/custom quote,B2B,Real Labor,Northeast
contact@mainstreetdecoratedgoo.example,Main Street Decorated Goods Shop #1537,South,Solo owner/operator,Prefer not to say,20,11-20,1,Custom embroidery,Mostly consumers,Cost-plus,Annually,3,3,3,2,3,14,Partial Pricing System,False,False,False,False,Pricing is the hardest part of the business.,1,2,1,2,1,2,1,1,1,2,Solo owner/operator,Unknown,Veteran (11-20),Cost-plus,Consumer,Capacity Pressure,South
info0@northstarteamwearllc16.example,North Star Teamwear Llc #1665,West,Solo owner/operator,$100k-$250k,20,11-20,1,Decorated apparel,Small business/local orgs,Value-based,Annually,4,3,2,3,3,15,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,1,2,1,1,1,2,1,2,Solo owner/operator,$100k-$500k,Veteran (11-20),Value-based,Mixed,Intended Profit,West
owner@lakesidebrandingshop.example,Lakeside Branding Shop,South,2-5 employees,$100k-$250k,6,6-10,1,Custom embroidery,Mostly consumers,Stitch-count based,Before every quote,2,2,1,2,2,9,Partial Pricing System,False,False,True,False,We are trying to stop undercharging.,1,1,1,1,0,1,1,1,1,1,2-5 employees,$100k-$500k,Established (4-10),Stitch-count based,Consumer,Intended Profit,South
contact@summitstitchcogroup153.example,Summit Stitch Co. Group #1536,Canada/Other,2-5 employees,$50k-$100k,24,21+,3,Custom embroidery,Mostly consumers,Unknown,Annually,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,I need a better way to account for setup time.,1,1,1,1,1,0,0,1,1,1,2-5 employees,Under $100k,Legacy (21+),Unknown,Consumer,Intended Profit,Canada/Other
owner@urbanthreadscollective.example,Urban Threads Collective #1625,West,2-5 employees,$50k-$100k,9,6-10,2,Custom embroidery,Small business/local orgs,Stitch-count based,Annually,4,4,4,3,3,18,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,2,2,2,2,1,2,2,1,2-5 employees,Under $100k,Established (4-10),Stitch-count based,Mixed,Capacity Pressure,West
owner6@northstarworksshop1727.example,North Star Works Shop #1727,Northeast,2-5 employees,$100k-$250k,8,6-10,3,Decorated apparel,Small business/local orgs,Cost-plus,When costs change,3,3,3,2,4,15,Strong Pricing System,True,False,False,False,,2,1,2,1,2,1,1,1,2,2,2-5 employees,$100k-$500k,Established (4-10),Cost-plus,Mixed,Capacity Pressure,Northeast
hello@oakstitchcoshop.example,Oak Stitch Co. Shop,West,Solo owner/operator,$100k-$250k,0,<2,2,Contract embroidery,Small business/local orgs,Cost-plus,Rarely/never,1,1,0,1,0,3,Pricing Blind Spots,False,True,True,True,,0,1,0,1,0,0,0,1,0,0,Solo owner/operator,$100k-$500k,Newcomer (0-3 yrs),Cost-plus,Mixed,Intended Profit,West
sales@sunriselogoshopgroup15.example,Sunrise Logo Shop Group #1556,Northeast,2-5 employees,$100k-$250k,2,2-5,2,Custom embroidery,Contract/B2B,Informal/custom quote,When costs change,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True,Pricing is the hardest part of the business.,1,0,0,0,0,0,0,0,1,0,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Informal/custom quote,B2B,Real Labor,Northeast
office@stitchdesignscollectiv.example,Stitch Designs Collective,Northeast,2-5 employees,$250k-$500k,20,11-20,20,Custom embroidery,Corporate/commercial,Hybrid/job costing,When costs change,4,3,3,4,4,18,Strong Pricing System,True,False,False,False,,2,2,2,1,2,1,2,2,2,2,2-5 employees,$100k-$500k,Veteran (11-20),Hybrid/job costing,B2B,Real Labor,Northeast
sales@silverwearablesshop138.example,Silver Wearables Shop #1386,Canada/Other,6-10 employees,$100k-$250k,6,6-10,3,Decorated apparel,Mostly consumers,Value-based,When costs change,2,2,0,2,2,8,Partial Pricing System,False,False,True,False,We are trying to stop undercharging.,1,1,1,1,0,0,1,1,1,1,6-10 employees,$100k-$500k,Established (4-10),Value-based,Consumer,Intended Profit,Canada/Other
quotes1@lakesideembroiderycoll.example,Lakeside Embroidery Collective,Northeast,Solo owner/operator,Unknown,0,<2,2,Mixed services,Corporate/commercial,Informal/custom quote,When costs change,2,0,1,0,0,3,Pricing Blind Spots,False,True,True,True,,1,1,0,0,0,1,0,0,0,0,Solo owner/operator,Unknown,Newcomer (0-3 yrs),Informal/custom quote,B2B,Real Labor,Northeast
contact4@sunrisestudiollc.example,Sunrise Studio Llc,Midwest,6-10 employees,$100k-$250k,19,11-20,5,Custom embroidery,Mixed,Informal/custom quote,Quarterly,3,4,2,2,3,14,Partial Pricing System,False,False,False,False,Rush jobs are where we get into trouble.,2,1,2,2,1,1,1,1,1,2,6-10 employees,$100k-$500k,Veteran (11-20),Informal/custom quote,Mixed,Intended Profit,Midwest
owner@cedardigitizing.example,Cedar Digitizing,Northeast,6-10 employees,$50k-$100k,10,6-10,6,Contract embroidery,Mostly consumers,Cost-plus,Annually,4,4,2,2,3,15,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,1,1,1,1,2,1,6-10 employees,Under $100k,Established (4-10),Cost-plus,Consumer,Intended Profit,Northeast
hello0@magnoliacustomsshop.example,Magnolia Customs Shop,Northeast,Solo owner/operator,Under $50k,1,<2,1,Custom embroidery,Schools/teams,Informal/custom quote,Before every quote,0,0,0,0,1,1,Pricing Blind Spots,False,True,True,True,Pricing is the hardest part of the business.,0,0,0,0,0,0,0,0,0,1,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Informal/custom quote,Mixed,Production Cost,Northeast
sales@needlestitchcocompany.example,Needle Stitch Co. Company,Northeast,Solo owner/operator,$100k-$250k,3,2-5,1,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,1,1,1,0,0,3,Pricing Blind Spots,False,True,True,True,Pricing is the hardest part of the business.,1,0,1,0,0,1,0,0,0,0,Solo owner/operator,$100k-$500k,Newcomer (0-3 yrs),Stitch-count based,Mixed,Capacity Pressure,Northeast
info@hoopstitchcostudio.example,Hoop Stitch Co. Studio,Midwest,Solo owner/operator,Under $50k,6,6-10,1,Mixed services,Small business/local orgs,Stitch-count based,When costs change,3,2,2,0,2,9,Partial Pricing System,False,False,False,True,We are trying to stop undercharging.,1,2,1,1,1,1,0,0,1,1,Solo owner/operator,Under $100k,Established (4-10),Stitch-count based,Mixed,Capacity Pressure,Midwest
contact@cedarstitchcocompany.example,Cedar Stitch Co. Company,Midwest,2-5 employees,$50k-$100k,10,6-10,4,Mixed services,Schools/teams,Stitch-count based,When costs change,4,2,2,1,3,12,Partial Pricing System,False,False,False,True,,2,2,1,1,1,1,1,0,2,1,2-5 employees,Under $100k,Established (4-10),Stitch-count based,Mixed,Capacity Pressure,Midwest
office1@silverteamwearllc.example,Silver Teamwear Llc,Northeast,2-5 employees,Prefer not to say,32,21+,4,Custom embroidery,Schools/teams,Cost-plus,Quarterly,4,3,4,4,2,17,Strong Pricing System,True,False,False,False,Pricing is the hardest part of the business.,2,2,1,2,2,2,2,2,1,1,2-5 employees,Unknown,Legacy (21+),Cost-plus,Mixed,End Customer Value,Northeast
info@bobbinneedleworksgroup.example,Bobbin Needleworks Group,South,11-25 employees,$100k-$250k,31,21+,10,Decorated apparel,Small business/local orgs,Hybrid/job costing,Quarterly,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,,2,2,2,2,2,2,2,2,2,2,11-25 employees,$100k-$500k,Legacy (21+),Hybrid/job costing,Mixed,Production Cost,South
owner@luckystudiocollective1.example,Lucky Studio Collective #1592,Midwest,2-5 employees,Under $50k,0,<2,2,Team/school spiritwear,Mostly consumers,Informal/custom quote,Quarterly,2,4,3,2,3,14,Partial Pricing System,False,False,False,False,,1,1,2,2,2,1,1,1,2,1,2-5 employees,Under $100k,Newcomer (0-3 yrs),Informal/custom quote,Consumer,Production Cost,Midwest
sales@stitchembroiderygroup.example,Stitch Embroidery Group,West,2-5 employees,$500k-$1M,1,<2,12,Custom embroidery,Small business/local orgs,Cost-plus,Quarterly,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,Pricing is the hardest part of the business.,2,2,2,2,2,2,2,2,2,2,2-5 employees,$500k+,Newcomer (0-3 yrs),Cost-plus,Mixed,Production Cost,West
quotes1@summitlogoshop.example,Summit Logo Shop,South,2-5 employees,$50k-$100k,7,6-10,3,Mixed services,Mostly consumers,Cost-plus,When costs change,4,3,2,2,4,15,Strong Pricing System,True,False,False,False,Rush jobs are where we get into trouble.,2,2,1,2,1,1,1,1,2,2,2-5 employees,Under $100k,Established (4-10),Cost-plus,Consumer,Intended Profit,South
contact@blueridgecreativestudi.example,Blue Ridge Creative Studio,South,2-5 employees,$250k-$500k,20,11-20,1,Decorated apparel,Mixed,Stitch-count based,When costs change,2,1,0,0,0,3,Pricing Blind Spots,False,True,True,True,,1,1,1,0,0,0,0,0,0,0,2-5 employees,$100k-$500k,Veteran (11-20),Stitch-count based,Mixed,Intended Profit,South
sales4@summitprintstitchcompa.example,Summit Print & Stitch Company #1389,Midwest,6-10 employees,$50k-$100k,15,11-20,10,Custom embroidery,Contract/B2B,Cost-plus,When costs change,4,3,2,1,3,13,Partial Pricing System,False,False,False,True,We are trying to stop undercharging.,2,2,2,1,1,1,0,1,1,2,6-10 employees,Under $100k,Veteran (11-20),Cost-plus,B2B,Capacity Pressure,Midwest
hello@heritageprintstitchllc.example,Heritage Print & Stitch Llc #1530,Northeast,2-5 employees,$100k-$250k,0,<2,1,Decorated apparel,Mostly consumers,Competitor-based,Annually,2,2,2,1,1,8,Partial Pricing System,False,False,False,True,Pricing is the hardest part of the business.,1,1,1,1,1,1,1,0,0,1,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Competitor-based,Consumer,Capacity Pressure,Northeast
quotes@threadapparelshop1463.example,Thread Apparel Shop #1463,South,6-10 employees,$100k-$250k,30,21+,3,Mixed services,Mostly consumers,Informal/custom quote,Quarterly,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,,2,2,2,2,2,2,2,2,2,2,6-10 employees,$100k-$500k,Legacy (21+),Informal/custom quote,Consumer,Production Cost,South
quotes@pinewearablescompany.example,Pine Wearables Company,South,Solo owner/operator,$100k-$250k,25,21+,2,Custom embroidery,Mostly consumers,Cost-plus,Quarterly,4,4,3,4,3,18,Strong Pricing System,True,False,False,False,,2,2,2,2,1,2,2,2,1,2,Solo owner/operator,$100k-$500k,Legacy (21+),Cost-plus,Consumer,Intended Profit,South
contact@needlebrandingstudio.example,Needle Branding Studio,Midwest,2-5 employees,$250k-$500k,31,21+,2,Custom embroidery,Contract/B2B,Stitch-count based,Before every quote,4,3,3,2,2,14,Partial Pricing System,False,False,False,False,Rush jobs are where we get into trouble.,2,2,2,1,1,2,1,1,1,1,2-5 employees,$100k-$500k,Legacy (21+),Stitch-count based,B2B,Capacity Pressure,Midwest
hello2@mapledecoratedgoodsstu.example,Maple Decorated Goods Studio #1394,South,6-10 employees,Unknown,0,<2,5,Custom embroidery,Small business/local orgs,Cost-plus,When costs change,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,,1,1,1,1,1,0,0,1,1,1,6-10 employees,Unknown,Newcomer (0-3 yrs),Cost-plus,Mixed,Intended Profit,South
info3@bobbinmonogramscompany.example,Bobbin Monograms Company #1528,West,Solo owner/operator,$250k-$500k,9,6-10,2,Decorated apparel,Small business/local orgs,Cost-plus,When costs change,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,I need a better way to account for setup time.,1,1,1,1,1,0,1,0,1,1,Solo owner/operator,$100k-$500k,Established (4-10),Cost-plus,Mixed,Intended Profit,West
office@blueridgethreadsllc.example,Blue Ridge Threads Llc,Midwest,Solo owner/operator,Under $50k,9,6-10,3,Mixed services,Mostly consumers,Cost-plus,Quarterly,2,4,3,2,3,14,Partial Pricing System,False,False,False,False,Rush jobs are where we get into trouble.,1,1,2,2,2,1,1,1,2,1,Solo owner/operator,Under $100k,Established (4-10),Cost-plus,Consumer,Production Cost,Midwest
office@luckyprintstitchllc.example,Lucky Print & Stitch Llc,Midwest,2-5 employees,$50k-$100k,1,<2,8,Contract embroidery,Mixed,Cost-plus,Annually,4,2,2,3,4,15,Strong Pricing System,True,False,False,False,,2,2,1,1,1,1,1,2,2,2,2-5 employees,Under $100k,Newcomer (0-3 yrs),Cost-plus,Mixed,Real Labor,Midwest
office1@oakthreadsllc1379.example,Oak Threads Llc #1379,West,2-5 employees,Unknown,4,2-5,2,Unknown,Mixed,Stitch-count based,Annually,2,1,0,0,1,4,Pricing Blind Spots,False,True,True,True,I need a better way to account for setup time.,1,1,0,1,0,0,0,0,0,1,2-5 employees,Unknown,Established (4-10),Stitch-count based,Mixed,Intended Profit,West
hello@blueridgeworkscompany1.example,Blue Ridge Works Company #1391,Midwest,2-5 employees,$100k-$250k,0,<2,5,Custom embroidery,Contract/B2B,Stitch-count based,Annually,2,1,2,2,1,8,Partial Pricing System,False,True,False,False,,1,1,0,1,1,1,1,1,0,1,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Stitch-count based,B2B,Real Labor,Midwest
info@summitworkscollective1.example,Summit Works Collective #1635,Midwest,2-5 employees,$100k-$250k,6,6-10,3,Decorated apparel,Corporate/commercial,Stitch-count based,When costs change,2,2,0,1,3,8,Partial Pricing System,False,False,True,True,Rush jobs are where we get into trouble.,1,1,1,1,0,0,1,0,1,2,2-5 employees,$100k-$500k,Established (4-10),Stitch-count based,B2B,Intended Profit,Midwest
office@stitchprintstitchllc.example,Stitch Print & Stitch Llc,South,6-10 employees,$500k-$1M,1,<2,3,Decorated apparel,Mostly consumers,Unknown,Unknown,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,1,0,0,0,0,0,0,0,0,0,6-10 employees,$500k+,Newcomer (0-3 yrs),Unknown,Consumer,Real Labor,South
hello@brightneedleworksllc.example,Bright Needleworks Llc,Midwest,Solo owner/operator,$250k-$500k,11,11-20,1,Team/school spiritwear,Small business/local orgs,Cost-plus,Before every quote,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,Rush jobs are where we get into trouble.,2,2,2,2,2,2,2,2,2,2,Solo owner/operator,$100k-$500k,Veteran (11-20),Cost-plus,Mixed,Production Cost,Midwest
owner@ironworksshop1501.example,Iron Works Shop #1501,West,2-5 employees,$500k-$1M,29,21+,8,Mixed services,Mixed,Cost-plus,Before every quote,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,Rush jobs are where we get into trouble.,2,2,2,2,2,2,2,2,2,2,2-5 employees,$500k+,Legacy (21+),Cost-plus,Mixed,Production Cost,West
office@goldenteamwearllc.example,Golden Teamwear Llc,Midwest,Solo owner/operator,$50k-$100k,22,21+,1,Custom embroidery,Schools/teams,Competitor-based,Rarely/never,2,2,1,1,2,8,Partial Pricing System,False,False,True,True,I need a better way to account for setup time.,1,1,1,1,0,1,1,0,1,1,Solo owner/operator,Under $100k,Legacy (21+),Competitor-based,Mixed,Intended Profit,Midwest
sales@cedarbranding.example,Cedar Branding,South,2-5 employees,Unknown,2,2-5,4,Custom embroidery,Mixed,Stitch-count based,Rarely/never,3,0,0,0,1,4,Pricing Blind Spots,False,True,True,True,,2,1,0,0,0,0,0,0,0,1,2-5 employees,Unknown,Newcomer (0-3 yrs),Stitch-count based,Mixed,Real Labor,South
info0@summitdigitizing1392.example,Summit Digitizing #1392,Midwest,2-5 employees,$100k-$250k,13,11-20,4,Team/school spiritwear,Mixed,Competitor-based,Annually,2,2,0,2,2,8,Partial Pricing System,False,False,True,False,,1,1,1,1,0,0,1,1,1,1,2-5 employees,$100k-$500k,Veteran (11-20),Competitor-based,Mixed,Intended Profit,Midwest
office@magnoliaworkscollectiv.example,Magnolia Works Collective #1699,Northeast,Solo owner/operator,$50k-$100k,0,<2,1,Custom embroidery,Unknown,Stitch-count based,When costs change,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,0,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Newcomer (0-3 yrs),Stitch-count based,Mixed,Production Cost,Northeast
owner@lakesideworkscollectiv.example,Lakeside Works Collective #1444,South,2-5 employees,Unknown,2,2-5,1,Custom embroidery,Mostly consumers,Value-based,Unknown,3,1,1,2,2,9,Partial Pricing System,False,True,True,False,,1,2,0,1,1,0,1,1,1,1,2-5 employees,Unknown,Newcomer (0-3 yrs),Value-based,Consumer,Real Labor,South
info@brightprintstitchcompa.example,Bright Print & Stitch Company #1497,Northeast,Unknown,$100k-$250k,7,6-10,2,Team/school spiritwear,Schools/teams,Informal/custom quote,When costs change,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True,We are trying to stop undercharging.,0,1,0,0,0,0,0,0,0,0,Unknown,$100k-$500k,Established (4-10),Informal/custom quote,Mixed,Real Labor,Northeast
quotes@lakesidelogoshopgroup1.example,Lakeside Logo Shop Group #1565,Northeast,26+ employees,$500k-$1M,15,11-20,20,Custom embroidery,Unknown,Cost-plus,When costs change,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,,2,2,2,2,2,2,2,2,2,2,26+ employees,$500k+,Veteran (11-20),Cost-plus,Mixed,Production Cost,Northeast
