diagnostic_response_id,respondent_id,canonical_email,email_hash,source_row_id,submitted_at,business_name_clean,region,business_size,employee_count_band,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag
PD-2026-0424,NNEP-R0424,hello4@blueridgeembroiderysho.example,emh_6acebe7eb8,R_PD_000391,2026-04-11T12:25:33Z,Blue Ridge Embroidery Shop #1424,Canada/Other,11-25 employees,11-25 employees,$100k-$250k,1,<2,4,Mixed services,Contract/B2B,Hourly rate,Before every quote,2,2,2,2,2,2,1,1,2,1,4,4,4,2,3,17,Strong Pricing System,True,False,False,False
PD-2026-0425,NNEP-R0425,office5@stitchcreativecompany1.example,emh_e2f6215931,R_PD_000392,2026-04-14T12:36:42Z,Stitch Creative Company #1425,West,11-25 employees,11-25 employees,$500k-$1M,13,11-20,12,Custom embroidery,Mixed,Value-based,Annually,2,2,2,2,2,2,1,2,1,2,4,4,4,3,3,18,Strong Pricing System,True,False,False,False
PD-2026-0426,NNEP-R0426,sales@crownteamwearcollectiv.example,emh_0efb7dbc48,R_PD_000393,2026-04-03T21:59:09Z,Crown Teamwear Collective #1426,South,2-5 employees,2-5 employees,$250k-$500k,13,11-20,3,Contract embroidery,Corporate/commercial,Cost-plus,Quarterly,2,2,2,1,2,1,1,1,1,1,4,3,3,2,2,14,Partial Pricing System,True,False,False,False
PD-2026-0427,NNEP-R0427,sales@redbarndesignscompany1.example,emh_f7c76f5aec,R_PD_000394,2026-02-17T08:12:33Z,Red Barn Designs Company #1427,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,1,Custom embroidery,Corporate/commercial,Stitch-count based,When costs change,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,Pricing Blind Spots,False,True,True,True
PD-2026-0428,NNEP-R0428,hello@prairiethreadscompany1.example,emh_4cf90b3f82,R_PD_000395,2026-03-05T22:16:53Z,Prairie Threads Company #1428,South,Solo owner/operator,Solo owner/operator,$100k-$250k,10,6-10,1,Promotional products,Mostly consumers,Cost-plus,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,True,False,False,False
PD-2026-0429,NNEP-R0429,sales@needledigitizingcollec.example,emh_4cca331a63,R_PD_000396,2026-04-25T15:04:54Z,Needle Digitizing Collective #1429,Northeast,Solo owner/operator,Solo owner/operator,$1M+,22,21+,2,Mixed services,Small business/local orgs,Stitch-count based,Before every quote,1,2,1,1,2,1,1,1,1,1,3,2,3,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0430,NNEP-R0430,sales@magnoliacustomsshop143.example,emh_228df832ab,R_PD_000397,2026-02-24T06:06:56Z,Magnolia Customs Shop #1430,South,Solo owner/operator,Solo owner/operator,Under $50k,8,6-10,1,Mixed services,Mixed,Informal/custom quote,When costs change,1,1,1,1,1,0,0,0,1,0,2,2,1,0,1,6,Pricing Blind Spots,False,False,True,True
PD-2026-0431,NNEP-R0431,contact@heritagecustomscollect.example,emh_cd8eb4ca02,R_PD_000398,2026-04-15T20:22:00Z,Heritage Customs Collective #1431,South,2-5 employees,2-5 employees,$100k-$250k,0,<2,4,Custom embroidery,Mostly consumers,Hybrid/job costing,When costs change,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0432,NNEP-R0432,info5@mainstreetstitchcogrou.example,emh_a2eab062b2,R_PD_000399,2026-03-04T00:08:00Z,Main Street Stitch Co. Group #1432,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,9,6-10,3,Custom embroidery,Contract/B2B,Stitch-count based,Annually,2,1,1,1,1,2,1,1,1,1,3,2,3,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0433,NNEP-R0433,quotes@bobbincreativestudio14.example,emh_6c092b8208,R_PD_000400,2026-03-30T15:26:39Z,Bobbin Creative Studio #1433,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,0,<2,1,Team/school spiritwear,Mostly consumers,Informal/custom quote,Rarely/never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True
PD-2026-0434,NNEP-R0434,owner@summitlogoshopstudio14.example,emh_1f3b63b0be,R_PD_000401,2026-06-01T19:03:06Z,Summit Logo Shop Studio #1434,Midwest,2-5 employees,2-5 employees,$500k-$1M,24,21+,3,Decorated apparel,Small business/local orgs,Hybrid/job costing,When costs change,2,2,1,2,2,2,1,2,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0435,NNEP-R0435,sales@redbarnlogoshopcompany.example,emh_08fb12aeb9,R_PD_000402,2026-06-03T09:57:35Z,Red Barn Logo Shop Company #1435,Northeast,2-5 employees,2-5 employees,$50k-$100k,13,11-20,2,Custom embroidery,Mixed,Stitch-count based,Quarterly,2,2,0,1,2,1,1,1,1,2,4,1,3,2,3,13,Partial Pricing System,False,True,False,False
PD-2026-0436,NNEP-R0436,contact2@oakbrandingshop1436.example,emh_522a65d39c,R_PD_000403,2026-05-14T04:32:11Z,Oak Branding Shop #1436,Midwest,Solo owner/operator,Solo owner/operator,$100k-$250k,12,11-20,2,Mixed services,Schools/teams,Hybrid/job costing,When costs change,2,2,1,1,2,2,1,1,1,2,4,2,4,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0437,NNEP-R0437,owner@stitchstudiostudio1437.example,emh_2d7fd914ec,R_PD_000404,2026-03-27T14:07:50Z,Stitch Studio Studio #1437,Midwest,11-25 employees,11-25 employees,$250k-$500k,16,11-20,8,Team/school spiritwear,Small business/local orgs,Stitch-count based,Quarterly,2,2,2,2,1,2,2,2,2,1,4,4,3,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0438,NNEP-R0438,hello@mainstreetprintstitchs.example,emh_2ab7ac9001,R_PD_000405,2026-04-20T00:11:58Z,Main Street Print & Stitch Studio #1438,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,13,11-20,1,Promotional products,Corporate/commercial,Hybrid/job costing,Rarely/never,2,2,2,2,1,1,1,1,1,2,4,4,2,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0439,NNEP-R0439,office@needlewearablesshop143.example,emh_9e9aa6456b,R_PD_000406,2026-05-18T17:35:38Z,Needle Wearables Shop #1439,West,Solo owner/operator,Solo owner/operator,$500k-$1M,8,6-10,3,Contract embroidery,Mixed,Stitch-count based,Annually,1,1,1,1,0,1,1,0,1,1,2,2,1,1,2,8,Partial Pricing System,False,False,True,True
PD-2026-0440,NNEP-R0440,owner6@sunrisedesigns1440.example,emh_7166ca81ff,R_PD_000407,2026-03-09T13:49:14Z,Sunrise Designs #1440,Northeast,2-5 employees,2-5 employees,$250k-$500k,16,11-20,5,Promotional products,Corporate/commercial,Informal/custom quote,When costs change,2,2,2,2,1,2,2,2,2,2,4,4,3,4,4,19,Strong Pricing System,True,False,False,False
PD-2026-0441,NNEP-R0441,owner@crownworks1441.example,emh_9896b7f893,R_PD_000408,2026-05-24T14:31:21Z,Crown Works #1441,West,6-10 employees,6-10 employees,$100k-$250k,7,6-10,10,Mixed services,Schools/teams,Value-based,When costs change,2,2,2,2,2,1,1,2,1,2,4,4,3,3,3,17,Strong Pricing System,True,False,False,False
PD-2026-0442,NNEP-R0442,office@sunrisecreativestudio1.example,emh_e5ca5eab24,R_PD_000409,2026-04-08T03:52:45Z,Sunrise Creative Studio #1442,South,6-10 employees,6-10 employees,$1M+,10,6-10,2,Custom embroidery,Small business/local orgs,Stitch-count based,Before every quote,1,1,1,1,1,0,1,0,1,1,2,2,1,1,2,8,Partial Pricing System,False,False,True,True
PD-2026-0443,NNEP-R0443,contact@stitchapparelstudio144.example,emh_922bca7521,R_PD_000410,2026-02-24T23:57:09Z,Stitch Apparel Studio #1443,Northeast,2-5 employees,2-5 employees,$50k-$100k,1,<2,3,Decorated apparel,Corporate/commercial,Value-based,Annually,2,2,2,1,1,1,1,1,2,1,4,3,2,2,3,14,Partial Pricing System,True,False,False,False
PD-2026-0444,NNEP-R0444,owner@lakesideworkscollectiv.example,emh_2d46982b59,R_PD_000411,2026-05-05T19:31:23Z,Lakeside Works Collective #1444,South,2-5 employees,2-5 employees,Under $50k,2,2-5,1,Custom embroidery,Mostly consumers,Value-based,Rarely/never,1,2,0,1,1,0,1,1,1,1,3,1,1,2,2,9,Partial Pricing System,True,True,True,False
PD-2026-0445,NNEP-R0445,info@goldenteamwearstudio14.example,emh_de96e2ffc7,R_PD_000412,2026-06-08T06:34:32Z,Golden Teamwear Studio #1445,Northeast,Solo owner/operator,Solo owner/operator,$500k-$1M,4,2-5,1,Custom embroidery,Corporate/commercial,Competitor-based,When costs change,1,2,0,1,1,1,0,1,0,1,3,1,2,1,1,8,Partial Pricing System,False,True,False,True
PD-2026-0446,NNEP-R0446,quotes5@northstarapparelstudio.example,emh_b99e5eee73,R_PD_000413,2026-03-13T22:28:14Z,North Star Apparel Studio #1446,Midwest,11-25 employees,11-25 employees,$250k-$500k,2,2-5,10,Decorated apparel,Contract/B2B,Informal/custom quote,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0447,NNEP-R0447,sales@stitchwearables1447.example,emh_cf6809740e,R_PD_000414,2026-02-18T07:02:20Z,Stitch Wearables #1447,Northeast,6-10 employees,6-10 employees,$50k-$100k,13,11-20,4,Custom embroidery,Mixed,Stitch-count based,Quarterly,2,1,1,2,1,1,1,1,1,2,3,3,2,2,3,13,Partial Pricing System,False,False,False,False
PD-2026-0448,NNEP-R0448,info@heritagestudioshop1448.example,emh_1e1172e21a,R_PD_000415,2026-05-25T05:37:34Z,Heritage Studio Shop #1448,Midwest,6-10 employees,6-10 employees,$250k-$500k,2,2-5,15,Decorated apparel,Mixed,Informal/custom quote,Quarterly,2,2,2,2,1,1,1,1,1,2,4,4,2,2,3,15,Partial Pricing System,False,False,False,False
PD-2026-0449,NNEP-R0449,hello1@stitchlogoshopcompany1.example,emh_0a2ce2a627,R_PD_000416,2026-03-22T16:08:11Z,Stitch Logo Shop Company #1449,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,19,11-20,4,Decorated apparel,Mostly consumers,Competitor-based,When costs change,1,2,1,1,1,1,0,0,1,1,3,2,2,0,2,9,Partial Pricing System,False,False,False,True
PD-2026-0450,NNEP-R0450,sales2@mapledigitizingshop145.example,emh_fb638e9a76,R_PD_000417,2026-05-28T05:31:50Z,Maple Digitizing Shop #1450,South,11-25 employees,11-25 employees,$1M+,10,6-10,15,Mixed services,Mixed,Cost-plus,Annually,2,2,2,2,1,1,2,2,2,2,4,4,2,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0451,NNEP-R0451,sales@northstarthreadscollec.example,emh_ab5bb322cd,R_PD_000418,2026-03-05T15:21:56Z,North Star Threads Collective #1451,West,2-5 employees,2-5 employees,$100k-$250k,5,2-5,3,Promotional products,Corporate/commercial,Cost-plus,Quarterly,1,2,1,1,1,1,1,1,1,2,3,2,2,2,3,12,Partial Pricing System,True,False,False,False
PD-2026-0452,NNEP-R0452,quotes@urbanapparelstudio1452.example,emh_8afb0e0ab9,R_PD_000419,2026-04-08T22:33:19Z,Urban Apparel Studio #1452,Northeast,11-25 employees,11-25 employees,$1M+,1,<2,10,Custom embroidery,Mostly consumers,Stitch-count based,Before every quote,2,1,1,1,1,1,1,2,1,1,3,2,2,3,2,12,Partial Pricing System,False,False,False,False
PD-2026-0453,NNEP-R0453,owner@goldenthreadsstudio145.example,emh_97721efc8e,R_PD_000420,2026-04-07T05:56:36Z,Golden Threads Studio #1453,South,26+ employees,26+ employees,$500k-$1M,18,11-20,15,Decorated apparel,Mostly consumers,Hybrid/job costing,Annually,2,2,1,2,2,1,2,2,2,2,4,3,3,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0454,NNEP-R0454,owner6@pineembroidery1454.example,emh_2994fd1646,R_PD_000421,2026-05-15T04:33:05Z,Pine Embroidery #1454,South,2-5 employees,2-5 employees,$500k-$1M,16,11-20,3,Custom embroidery,Mostly consumers,Hybrid/job costing,Rarely/never,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,True,False,False,False
PD-2026-0455,NNEP-R0455,info@needledigitizinggroup1.example,emh_af1f36315f,R_PD_000422,2026-06-02T22:29:43Z,Needle Digitizing Group #1455,South,Solo owner/operator,Solo owner/operator,$50k-$100k,11,11-20,2,Custom embroidery,Schools/teams,Informal/custom quote,Quarterly,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,4,Pricing Blind Spots,False,False,True,True
PD-2026-0456,NNEP-R0456,info@stitchworksshop1456.example,emh_19095e65fb,R_PD_000423,2026-02-28T17:35:31Z,Stitch Works Shop #1456,West,Solo owner/operator,Solo owner/operator,$50k-$100k,2,2-5,1,Mixed services,Mostly consumers,Stitch-count based,When costs change,1,2,2,2,1,0,1,1,2,1,3,4,1,2,3,13,Partial Pricing System,False,False,True,False
PD-2026-0457,NNEP-R0457,owner@magnoliaprintstitchsho.example,emh_fcb70a3444,R_PD_000424,2026-03-02T09:45:25Z,Magnolia Print & Stitch Shop #1457,West,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,2,Mixed services,Mostly consumers,Cost-plus,Rarely/never,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,Pricing Blind Spots,True,True,True,True
PD-2026-0458,NNEP-R0458,sales@willowcustomsshop1458.example,emh_b6d7120127,R_PD_000425,2026-02-18T19:55:19Z,Willow Customs Shop #1458,West,2-5 employees,2-5 employees,$100k-$250k,2,2-5,2,Decorated apparel,Mixed,Informal/custom quote,Annually,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,Pricing Blind Spots,False,True,True,True
PD-2026-0459,NNEP-R0459,office@blueridgedecoratedgood.example,emh_2739aa95ae,R_PD_000426,2026-02-18T03:46:26Z,Blue Ridge Decorated Goods Collective #1459,Northeast,6-10 employees,6-10 employees,$50k-$100k,14,11-20,2,Decorated apparel,Mostly consumers,Hybrid/job costing,Rarely/never,2,2,2,1,1,1,1,1,1,1,4,3,2,2,2,13,Partial Pricing System,True,False,False,False
PD-2026-0460,NNEP-R0460,contact@blueridgestudiogroup14.example,emh_8ab789add6,R_PD_000427,2026-04-08T12:56:33Z,Blue Ridge Studio Group #1460,Midwest,Solo owner/operator,Solo owner/operator,$250k-$500k,29,21+,2,Custom embroidery,Mixed,Stitch-count based,Annually,2,2,2,1,2,1,1,2,1,1,4,3,3,3,2,15,Partial Pricing System,False,False,False,False
PD-2026-0461,NNEP-R0461,owner6@cedarcreativestudio146.example,emh_07e8bbc082,R_PD_000428,2026-02-23T17:54:56Z,Cedar Creative Studio #1461,West,Solo owner/operator,Solo owner/operator,$50k-$100k,23,21+,1,Custom embroidery,Mostly consumers,Hybrid/job costing,Annually,2,2,2,2,1,2,2,1,2,1,4,4,3,3,3,17,Strong Pricing System,True,False,False,False
PD-2026-0463,NNEP-R0463,quotes@threadapparelshop1463.example,emh_6a1e41d021,R_PD_000429,2026-05-02T21:44:37Z,Thread Apparel Shop #1463,South,6-10 employees,6-10 employees,$100k-$250k,30,21+,3,Mixed services,Mostly consumers,Value-based,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0464,NNEP-R0464,owner2@mainstreetdigitizing14.example,emh_6dfad40a47,R_PD_000430,2026-03-04T07:02:31Z,Main Street Digitizing #1464,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,7,6-10,3,Decorated apparel,Mostly consumers,Hybrid/job costing,Before every quote,2,2,2,1,1,2,2,1,1,1,4,3,3,3,2,15,Partial Pricing System,True,False,False,False
PD-2026-0465,NNEP-R0465,info@willowlogoshopllc1465.example,emh_539f2006d4,R_PD_000431,2026-02-16T23:42:45Z,Willow Logo Shop LLC #1465,Midwest,2-5 employees,2-5 employees,$500k-$1M,14,11-20,1,Decorated apparel,Schools/teams,Hourly rate,Annually,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0466,NNEP-R0466,owner@bobbinembroideryllc146.example,emh_2646832de1,R_PD_000432,2026-02-19T03:50:20Z,Bobbin Embroidery LLC #1466,South,Solo owner/operator,Solo owner/operator,$500k-$1M,4,2-5,5,Decorated apparel,Small business/local orgs,Competitor-based,Before every quote,2,2,1,1,1,1,1,0,1,1,4,2,2,1,2,11,Partial Pricing System,False,False,False,True
PD-2026-0467,NNEP-R0467,sales@oakteamwearcompany1467.example,emh_ee8898558d,R_PD_000433,2026-02-13T07:42:52Z,Oak Teamwear Company #1467,South,2-5 employees,2-5 employees,$250k-$500k,15,11-20,3,Custom embroidery,Corporate/commercial,Cost-plus,Before every quote,1,2,2,2,1,1,1,1,2,2,3,4,2,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0468,NNEP-R0468,owner@heritagestitchcostudio.example,emh_06133fd0a7,R_PD_000434,2026-04-02T13:50:24Z,Heritage Stitch Co. Studio #1468,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,7,6-10,1,Team/school spiritwear,Small business/local orgs,Stitch-count based,Quarterly,2,2,1,2,2,1,2,2,2,1,4,3,3,4,3,17,Strong Pricing System,True,False,False,False
PD-2026-0469,NNEP-R0469,info0@lakesidecreativestudio.example,emh_9dfbb6003d,R_PD_000435,2026-05-21T17:02:45Z,Lakeside Creative Studio #1469,South,2-5 employees,2-5 employees,$250k-$500k,10,6-10,10,Custom embroidery,Mostly consumers,Informal/custom quote,Rarely/never,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0470,NNEP-R0470,owner@luckythreads1470.example,emh_aeed6d600f,R_PD_000436,2026-05-28T21:50:58Z,Lucky Threads #1470,South,2-5 employees,2-5 employees,$1M+,2,2-5,6,Custom embroidery,Mixed,Hybrid/job costing,Annually,1,1,1,1,1,2,1,1,2,1,2,2,3,2,3,12,Partial Pricing System,True,False,False,False
PD-2026-0471,NNEP-R0471,owner@northstarprintstitchco.example,emh_af97361ae5,R_PD_000437,2026-04-06T13:04:34Z,North Star Print & Stitch Company #1471,West,2-5 employees,2-5 employees,$500k-$1M,10,6-10,3,Promotional products,Small business/local orgs,Cost-plus,When costs change,2,2,1,1,1,0,2,1,1,2,4,2,1,3,3,13,Partial Pricing System,True,False,True,False
PD-2026-0472,NNEP-R0472,office@irondecoratedgoodsllc1.example,emh_edb700e10d,R_PD_000438,2026-02-23T20:05:33Z,Iron Decorated Goods LLC #1472,South,26+ employees,26+ employees,$1M+,8,6-10,6,Team/school spiritwear,Mixed,Cost-plus,Rarely/never,2,1,2,1,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0473,NNEP-R0473,info4@threadcustomsstudio147.example,emh_49e36bf563,R_PD_000439,2026-03-08T01:54:11Z,Thread Customs Studio #1473,Midwest,2-5 employees,2-5 employees,$100k-$250k,6,6-10,3,Promotional products,Mostly consumers,Cost-plus,Rarely/never,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,True,False,False,False
PD-2026-0474,NNEP-R0474,contact5@crownthreadscollective.example,emh_a9ab2e4f0e,R_PD_000440,2026-03-09T17:01:33Z,Crown Threads Collective #1474,West,2-5 employees,2-5 employees,$250k-$500k,8,6-10,4,Custom embroidery,Schools/teams,Stitch-count based,When costs change,2,2,2,1,1,1,1,1,1,1,4,3,2,2,2,13,Partial Pricing System,False,False,False,False
PD-2026-0475,NNEP-R0475,hello@prairiedigitizingstudi.example,emh_702d28ba65,R_PD_000441,2026-05-27T12:34:14Z,Prairie Digitizing Studio #1475,West,2-5 employees,2-5 employees,$100k-$250k,9,6-10,2,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,2,2,1,2,1,1,1,1,1,1,4,3,2,2,2,13,Partial Pricing System,False,False,False,False
PD-2026-0476,NNEP-R0476,info@blueridgedecoratedgood.example,emh_d00fdbc5d7,R_PD_000442,2026-02-20T16:24:50Z,Blue Ridge Decorated Goods Studio #1476,Northeast,2-5 employees,2-5 employees,$50k-$100k,15,11-20,3,Custom embroidery,Corporate/commercial,Value-based,Quarterly,2,1,2,2,2,2,1,2,2,2,3,4,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0477,NNEP-R0477,hello1@hoopstudiocollective14.example,emh_63cf978973,R_PD_000443,2026-02-22T23:37:16Z,Hoop Studio Collective #1477,Midwest,2-5 employees,2-5 employees,$50k-$100k,1,<2,3,Mixed services,Small business/local orgs,Informal/custom quote,When costs change,1,1,1,1,1,0,1,1,0,1,2,2,1,2,1,8,Partial Pricing System,False,False,True,False
PD-2026-0478,NNEP-R0478,quotes@lakesidewearablesllc14.example,emh_5757fb77c8,R_PD_000444,2026-03-06T08:38:22Z,Lakeside Wearables LLC #1478,West,2-5 employees,2-5 employees,$250k-$500k,18,11-20,3,Decorated apparel,Corporate/commercial,Informal/custom quote,Annually,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0479,NNEP-R0479,sales@magnoliaworkscollectiv.example,emh_3fef479b3f,R_PD_000445,2026-04-27T19:26:27Z,Magnolia Works Collective #1479,West,Solo owner/operator,Solo owner/operator,$500k-$1M,21,21+,2,Mixed services,Mixed,Hourly rate,When costs change,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0480,NNEP-R0480,hello@threadstitchcoshop1480.example,emh_69ad306252,R_PD_000446,2026-03-10T14:23:55Z,Thread Stitch Co. Shop #1480,South,6-10 employees,6-10 employees,$1M+,2,2-5,3,Custom embroidery,Mostly consumers,Informal/custom quote,Annually,1,1,1,1,1,1,1,0,1,0,2,2,2,1,1,8,Partial Pricing System,False,False,False,True
PD-2026-0481,NNEP-R0481,sales@urbanworksstudio1481.example,emh_79bd8c8649,R_PD_000447,2026-04-20T17:53:36Z,Urban Works Studio #1481,South,6-10 employees,6-10 employees,$100k-$250k,12,11-20,2,Custom embroidery,Small business/local orgs,Stitch-count based,Quarterly,2,2,2,2,1,1,1,2,1,1,4,4,2,3,2,15,Partial Pricing System,False,False,False,False
PD-2026-0482,NNEP-R0482,info6@ironcreativegroup1482.example,emh_6379dbde7a,R_PD_000448,2026-05-18T13:18:58Z,Iron Creative Group #1482,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,9,6-10,1,Contract embroidery,Small business/local orgs,Stitch-count based,Rarely/never,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,Pricing Blind Spots,False,True,True,True
PD-2026-0484,NNEP-R0484,quotes@heritageteamweargroup1.example,emh_6cbb6be5a6,R_PD_000449,2026-05-10T02:50:46Z,Heritage Teamwear Group #1484,South,Solo owner/operator,Solo owner/operator,Under $50k,1,<2,3,Promotional products,Corporate/commercial,Hybrid/job costing,Quarterly,2,2,1,1,2,1,2,0,1,2,4,2,3,2,3,14,Partial Pricing System,True,False,False,False
PD-2026-0486,NNEP-R0486,quotes@magnoliadesignsstudio1.example,emh_b544e2ff60,R_PD_000450,2026-05-29T22:00:36Z,Magnolia Designs Studio #1486,South,2-5 employees,2-5 employees,$250k-$500k,14,11-20,2,Team/school spiritwear,Mostly consumers,Stitch-count based,Quarterly,1,1,1,1,1,1,1,0,2,1,2,2,2,1,3,10,Partial Pricing System,False,False,False,True
PD-2026-0487,NNEP-R0487,owner@oaklogoshopllc1487.example,emh_23116f948f,R_PD_000451,2026-02-02T05:44:23Z,Oak Logo Shop LLC #1487,Northeast,11-25 employees,11-25 employees,$1M+,16,11-20,8,Contract embroidery,Mixed,Competitor-based,Annually,1,2,1,1,2,1,2,1,1,2,3,2,3,3,3,14,Partial Pricing System,False,False,False,False
PD-2026-0488,NNEP-R0488,owner@magnoliacreativeshop14.example,emh_ac8983b0aa,R_PD_000452,2026-02-09T19:58:05Z,Magnolia Creative Shop #1488,South,6-10 employees,6-10 employees,$250k-$500k,16,11-20,5,Team/school spiritwear,Corporate/commercial,Competitor-based,Annually,1,2,1,1,1,1,1,1,2,1,3,2,2,2,3,12,Partial Pricing System,False,False,False,False
PD-2026-0489,NNEP-R0489,owner6@oakdesigns1489.example,emh_6df32fb305,R_PD_000453,2026-02-08T07:54:13Z,Oak Designs #1489,South,Solo owner/operator,Solo owner/operator,$250k-$500k,14,11-20,1,Decorated apparel,Schools/teams,Hybrid/job costing,Rarely/never,1,2,1,1,2,1,2,0,2,1,3,2,3,2,3,13,Partial Pricing System,True,False,False,False
